Name,LocationArea,AreaM,Easting,Northing,Geometry,Location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
Walley Lane picnic site,Chew Magna,22624,357366.07853617391,161405.35840135667,"{""type"":""Polygon"",""coordinates"":[[[-2.612611041976641,51.349875065920372],[-2.612600616425529,51.349892289898904],[-2.612596968425041,51.349902826387584],[-2.612593295241292,51.349911475268527],[-2.612590199917098,51.349927941760861],[-2.612591239324822,51.349934858034402],[-2.612592905429791,51.349944377907697],[-2.612595387036507,51.349952904699002],[-2.612598461765872,51.349961518279827],[-2.612602470382097,51.349969138159267],[-2.6126063306363,51.349974511505955],[-2.612611501515739,51.349980507242591],[-2.612614631078624,51.349984356241599],[-2.612619190850465,51.349988916897274],[-2.61262483527161,51.349994910155978],[-2.612630952033484,51.350000811051025],[-2.612774821555413,51.350144425413134],[-2.61289658994589,51.350264243907972],[-2.613036923817749,51.350329130755888],[-2.613047336154915,51.350337526127241],[-2.613099278312185,51.350379413703621],[-2.613155753614322,51.350512518249978],[-2.613223852691145,51.350576254903075],[-2.613378984597811,51.350720708462525],[-2.613404333481713,51.35073936318387],[-2.613436655678163,51.350765981789188],[-2.613515119510935,51.350825618821261],[-2.613528992886821,51.35083606354064],[-2.613544430518638,51.350848387801882],[-2.61357944093891,51.350872385405317],[-2.613614921339898,51.350896110858585],[-2.613648949901971,51.350917506708214],[-2.613673528618205,51.350931670790025],[-2.613741058269228,51.350970420054558],[-2.613812996630436,51.351002404246195],[-2.6138524183038,51.351019816505172],[-2.613925025081118,51.35104865089243],[-2.613981658671157,51.351069388781099],[-2.614016853972044,51.351080620572446],[-2.614064652446339,51.351095831421269],[-2.614104800825686,51.35110559893603],[-2.614148419726929,51.35111813489857],[-2.614224853629631,51.351132116793288],[-2.614299640975703,51.351146916306654],[-2.614348532089013,51.351155289490414],[-2.614407853353613,51.351164506854104],[-2.614458155533529,51.351172153450065],[-2.61449361356846,51.351176462009754],[-2.614542427756421,51.351179082406759],[-2.614609512142328,51.35118448345051],[-2.614793629715498,51.351194214173162],[-2.614866080544619,51.351193654001996],[-2.614869363175223,51.351111654952746],[-2.614878719227559,51.350917348477402],[-2.614882673023486,51.350894315277287],[-2.614772488383653,51.35064094790151],[-2.614691361190726,51.350550492612321],[-2.614452932757186,51.350286381693856],[-2.614358443069525,51.350188175649919],[-2.614311424770893,51.350071921822689],[-2.614261010532447,51.349905346068873],[-2.614254034529083,51.349844076073872],[-2.614236744066695,51.349657819909183],[-2.613743011828676,51.349460128451753],[-2.613629403352989,51.349419373340162],[-2.613434625879826,51.349373290234155],[-2.613196954052071,51.349218032420517],[-2.613035830309406,51.349058867613664],[-2.612889790655369,51.349080666860061],[-2.612674151837195,51.349139056706555],[-2.612501324099484,51.349202885458645],[-2.612262060781056,51.349318659540494],[-2.612219621506023,51.349332275384846],[-2.612031749809081,51.349413351529257],[-2.612090689671947,51.349482979719937],[-2.612225940916482,51.349610908647797],[-2.612420059079017,51.349793993153902],[-2.612449907754578,51.349803904992044],[-2.612465248839336,51.349809038513328],[-2.612475922592764,51.349810420965198],[-2.612487475390081,51.349815574297139],[-2.612495078351492,51.349817512162588],[-2.612504942601885,51.349820337123468],[-2.612521533168943,51.349821508838545],[-2.6125336203428,51.349822344537976],[-2.612539886310016,51.349821682515774],[-2.61254616546637,51.349822009240128],[-2.612556800855624,51.349820515330066],[-2.612566725939285,51.349819025134657],[-2.612572139559613,51.349825469065124],[-2.612574467998252,51.349831389780078],[-2.612578479870345,51.349830379977753],[-2.612583902759547,51.349828643655215],[-2.612609007067114,51.349820152339312],[-2.612613436446203,51.349823814753918],[-2.612625180796539,51.349834450503629],[-2.612639314422396,51.349846691814712],[-2.612626782819188,51.349856915210403],[-2.612611041976641,51.349875065920372]]]}","(51.350116880795504, -2.6135741640334267)",6,31,79,21,1
Woodford Lodge,Chew Stoke,5264,356559.55711507483,160729.40856673347,"{""type"":""Polygon"",""coordinates"":[[[-2.624660622083826,51.344343702651763],[-2.624765631774292,51.344474834914266],[-2.625460362929371,51.344324601459],[-2.625337042706258,51.343987713804175],[-2.62541261935819,51.34395674673398],[-2.62543089639126,51.343942805673173],[-2.62544937832621,51.343926526310334],[-2.625460700963124,51.343914779809353],[-2.625467786805038,51.343904853787492],[-2.625473333852153,51.343894935984565],[-2.625478987024743,51.343884118689594],[-2.625484521826152,51.343873302026601],[-2.62548875457132,51.343862492318358],[-2.625494326090874,51.343854372233444],[-2.625550448164863,51.343759595428942],[-2.625576364830284,51.343706869868512],[-2.625600754449984,51.343672400636258],[-2.625562281486318,51.343568061202511],[-2.625562208033083,51.343562668045216],[-2.625560595799437,51.343557283108403],[-2.625560522346429,51.343551889951094],[-2.62555902848108,51.343546504381884],[-2.625557522373985,51.343540219953127],[-2.62555453342091,51.343529358928649],[-2.625552618347309,51.343519121414744],[-2.625549857183464,51.343498910353659],[-2.625545958020153,51.343490750966239],[-2.625540848251073,51.343480620410844],[-2.625536502552587,51.343474441043377],[-2.625532043384397,51.343468621851898],[-2.62552817605476,51.343462799498688],[-2.625521236068491,51.343457353129082],[-2.625513678540058,51.343450022315444],[-2.625503005513764,51.343439921476048],[-2.625496684300909,51.343436449434606],[-2.6254879749317,51.343431461976948],[-2.62547666148179,51.343426488428328],[-2.62449370243898,51.343873106891188],[-2.624570873793861,51.343924563269482],[-2.624620490242926,51.344204313705099],[-2.624660622083826,51.344343702651763]]]}","(51.343978052767284, -2.6250716659597906)",6,31,84,21,1
Sailing Club,Chew Stoke,17903,356699.48299093149,160822.87698092565,"{""type"":""Polygon"",""coordinates"":[[[-2.624555828555831,51.343915025019847],[-2.624264611751171,51.343722769693137],[-2.624223873167346,51.343695389874888],[-2.624160791282218,51.343678916238389],[-2.624118982817302,51.34366862165912],[-2.624036670064682,51.343613327005237],[-2.623953982869769,51.34355659600876],[-2.623927967747144,51.343576061512081],[-2.623897294743096,51.343592495482191],[-2.623878899013175,51.343606436936334],[-2.623853738044657,51.343627785614352],[-2.623832672319995,51.343645606662719],[-2.62380484133739,51.343670834931267],[-2.623778608882622,51.343691739838356],[-2.623746623970211,51.343716181188199],[-2.623733967154966,51.343725597425163],[-2.623728229365819,51.343730212504674],[-2.623724832086053,51.343732837482492],[-2.623721785028072,51.343735101024798],[-2.623718160776083,51.343738446351253],[-2.623713831196562,51.343742155004421],[-2.623710451003578,51.343746038385582],[-2.623705765097341,51.343749659043887],[-2.623690970311944,51.343758547308767],[-2.623673830124285,51.34376906612831],[-2.62366174559308,51.343777041029554],[-2.623640712661097,51.343788569394135],[-2.623630622074762,51.343795185285487],[-2.623616504519124,51.343801642837022],[-2.623599663265574,51.34380802499934],[-2.62358595328264,51.343818345753476],[-2.623574458124838,51.343826137722012],[-2.623554650323761,51.343840715891268],[-2.623506338860316,51.343874592931385],[-2.623356092156152,51.343959891778248],[-2.623320434957728,51.343984172773709],[-2.623267416466592,51.344020142296529],[-2.623157990433336,51.344095335433728],[-2.623124177254877,51.344081042682319],[-2.623061171402725,51.344131268268157],[-2.62307665799839,51.344155906296599],[-2.623061163718608,51.344165607235134],[-2.623055661326414,51.344170131136146],[-2.623051914964318,51.344173207413881],[-2.62304043303972,51.344181988076016],[-2.623018000060949,51.344195051948589],[-2.623000980364359,51.34420574981219],[-2.622985130943351,51.344215452629975],[-2.622973137614131,51.344230168909526],[-2.622959321186744,51.344241389080132],[-2.622946344311835,51.344253413815032],[-2.622927771025807,51.344271760792985],[-2.622903794167824,51.344293192856384],[-2.622893758097618,51.344312573124526],[-2.622890983051583,51.344317442079635],[-2.622888303213293,51.344320602571251],[-2.622885278017483,51.344324484039667],[-2.622882483465661,51.344327914818749],[-2.622880048898785,51.344331703252799],[-2.622877024920557,51.34433567460696],[-2.62286962478812,51.344348658486034],[-2.622861546125662,51.344363983178091],[-2.622834401236245,51.344387499604757],[-2.622821297248286,51.344407615323945],[-2.622812452270943,51.344418809034551],[-2.622805734293346,51.344429721754324],[-2.622781199572917,51.344453673748049],[-2.622774441362242,51.344461620228387],[-2.622764419974432,51.34447335954664],[-2.622760453890833,51.344477695477934],[-2.622750320219584,51.344489884854461],[-2.622709057295301,51.344519858697872],[-2.622701710867024,51.344528077979312],[-2.622683831752711,51.344545252623803],[-2.62263841219547,51.344582979297392],[-2.622602611216943,51.344614182554686],[-2.622569546116117,51.344646360072332],[-2.622552255104651,51.344663261892094],[-2.622538705644949,51.344676727904144],[-2.62251620303319,51.344675948609151],[-2.622500140972111,51.344687450339798],[-2.622492733367584,51.3446998948789],[-2.622514391362688,51.344708229635707],[-2.622502381917315,51.344721777348902],[-2.622445136506165,51.344786624443856],[-2.622384947806989,51.344791528880094],[-2.622228735616502,51.344803865284653],[-2.622233961711682,51.344822625039491],[-2.622364534954876,51.344813930704454],[-2.622366827630749,51.344825874216859],[-2.622369299580448,51.344842311399567],[-2.622373637234141,51.344865390708392],[-2.622408186997276,51.34486412836393],[-2.622416011675205,51.344864985698344],[-2.622422511126029,51.344864142119469],[-2.622429409543452,51.344866532548259],[-2.622429460705718,51.344870307759777],[-2.6224304966002,51.344876864403368],[-2.622432021815839,51.344884587048014],[-2.622440082405641,51.344920321402434],[-2.622423773117787,51.344957264002865],[-2.6224115223937,51.344953014281053],[-2.6223908417242,51.344946921622387],[-2.622364072963726,51.344937085834168],[-2.622334077814372,51.344968707611663],[-2.622319046615227,51.344986406417817],[-2.622299602539662,51.345010421145659],[-2.622283122605439,51.345034779688099],[-2.622274150480628,51.345045344784864],[-2.622266658727023,51.345051587176137],[-2.622261416033,51.345057817615498],[-2.622256061054991,51.34506449811358],[-2.62224873126382,51.345082695340118],[-2.622236094221481,51.345102359047047],[-2.622218279251507,51.345124297577499],[-2.622203056269049,51.345145323408154],[-2.622189087874157,51.345162836764793],[-2.622182002348274,51.345172852475265],[-2.622209169196491,51.345177112857286],[-2.622162099681451,51.345224196922828],[-2.622142279184524,51.345220436854085],[-2.622132326873195,51.345237299619164],[-2.622123374155541,51.345249302880063],[-2.622127054650699,51.345250092358448],[-2.622114003681839,51.345274162980878],[-2.622109439248566,51.345286772174092],[-2.622090990067853,51.345331816414578],[-2.622013495303848,51.345440009132339],[-2.621998420587395,51.345437032862414],[-2.621983337391489,51.34546839555253],[-2.62200402798164,51.345475207369851],[-2.622000726644415,51.345484933290578],[-2.621999753515773,51.345500489853784],[-2.621992623488402,51.345524708795821],[-2.62199282434683,51.345539539983427],[-2.621993014249502,51.345553562197153],[-2.621986982728685,51.345571482832121],[-2.621984740357822,51.34558947323287],[-2.62197515490629,51.345615952526849],[-2.621952060911845,51.345658953886925],[-2.622030114554035,51.34567939434266],[-2.622002779832966,51.345723946410487],[-2.622000328077553,51.345726476422065],[-2.621998465754203,51.345728823517867],[-2.621995675920814,51.345732613819422],[-2.62199395023042,51.345736308576093],[-2.621991746176704,51.345739646303848],[-2.621989656844124,51.345742713744862],[-2.621987218477552,51.345746232501995],[-2.62198501929215,51.34574992977354],[-2.62198013768793,51.345756607743645],[-2.621961209210979,51.345783765908251],[-2.621955522112806,51.345792156112054],[-2.621954604338564,51.345794318405403],[-2.621952394192955,51.345797206702485],[-2.621949714204479,51.345800367172316],[-2.621947602655315,51.345810536233856],[-2.62194707895308,51.345815572992421],[-2.621946550381737,51.345820250207041],[-2.621945359040926,51.345828436747219],[-2.621944835338258,51.345833473505735],[-2.621942423742741,51.345838969753515],[-2.621940588191077,51.345843294339957],[-2.621937562815857,51.345847175783476],[-2.621933838152844,51.345851869972961],[-2.621929650949092,51.345857375650944],[-2.621925957931834,51.345864406875705],[-2.621921049528629,51.345869107351689],[-2.621916183726035,51.345876953836822],[-2.621906958782985,51.345886351644396],[-2.621905132963467,51.345891395318084],[-2.621899652160618,51.345897537112229],[-2.621901600914266,51.345901571922745],[-2.621899759270514,51.3459054470786],[-2.621896776488141,51.345912474530408],[-2.622129173926353,51.345983333820215],[-2.622164823739604,51.345993302260716],[-2.622205347608337,51.346004772963987],[-2.622229085755311,51.346009321237254],[-2.622300556926167,51.346006963808598],[-2.622402529840576,51.345992848093914],[-2.622507425632404,51.34591489311476],[-2.622619900819887,51.345889574715585],[-2.622774641685957,51.345847041760479],[-2.62286198759912,51.345793181079031],[-2.623269861703093,51.345299478909638],[-2.623277045816438,51.345296743897691],[-2.623281282821006,51.345294923496404],[-2.623346870951646,51.345260415239331],[-2.62336823168469,51.34524681766019],[-2.623535265741347,51.345072346004137],[-2.623543784839703,51.345063311394519],[-2.623550883475201,51.345054284348201],[-2.623557875939964,51.34504615679144],[-2.623563554111083,51.345037137308331],[-2.623569101704574,51.345027219595629],[-2.623573359412784,51.345018207676155],[-2.623577486543816,51.345008297527194],[-2.623580193215292,51.344998394942365],[-2.623583091481766,51.344993884885113],[-2.623584475326982,51.344991180741808],[-2.623591390879384,51.344968670797932],[-2.623593979174223,51.344958768843114],[-2.623598139236205,51.344942566045297],[-2.623599535283428,51.34494076076146],[-2.623604932729709,51.34491106750373],[-2.623607541753319,51.344893974040716],[-2.623608669298196,51.344872393843787],[-2.623609906683298,51.344858903383958],[-2.623612719505739,51.344848101308116],[-2.623615426160478,51.34483819872225],[-2.623620961514322,51.344827382147187],[-2.623625194784443,51.344816572506247],[-2.623626566417041,51.344812969502698],[-2.623655822187786,51.344744405524366],[-2.62369041911372,51.344650733090475],[-2.623694497362594,51.344637227498168],[-2.623697179575293,51.34462552719075],[-2.623699943538451,51.34461112967368],[-2.623701168684128,51.344596740352678],[-2.623701119859128,51.344593144913837],[-2.623702198528854,51.344567969276248],[-2.623701910461321,51.344546756186986],[-2.623702158006046,51.344495246481223],[-2.623714945484725,51.344451850198141],[-2.624169831020815,51.344117633271587],[-2.624253752621203,51.344056059026265],[-2.624362351394685,51.344024646911876],[-2.624431019933224,51.343955692789152],[-2.624555828555831,51.343915025019847]]]}","(51.344829155864005, -2.6230742317258127)",6,31,84,21,1
Denny Woods,Chew Magna,19980,357821.76434096519,160960.40126280172,"{""type"":""Polygon"",""coordinates"":[[[-2.605613957557205,51.345577481159154],[-2.60568758579585,51.345639935123984],[-2.605747081347855,51.345689967108875],[-2.605774615546552,51.345713196693431],[-2.605797852747561,51.345733751729966],[-2.605894401388561,51.345810649552469],[-2.606103234444015,51.345981622848527],[-2.606115341849033,51.345984077166868],[-2.606128797896524,51.345999019544784],[-2.60613962717381,51.346012267562806],[-2.606162696750747,51.346038037152546],[-2.606176219268253,51.346058013154433],[-2.606196610170086,51.346087122622045],[-2.606203534308999,51.346100480742393],[-2.606436102248798,51.346454980702838],[-2.606439023106336,51.346469977603704],[-2.606474118201734,51.346509887847994],[-2.606512098300977,51.346553109156893],[-2.60672393731702,51.346852611864058],[-2.606908534397576,51.347097151347342],[-2.607079469199829,51.347320007409643],[-2.607122711004842,51.347358167266073],[-2.607193647692252,51.347333079061912],[-2.607352978808824,51.347233371174582],[-2.607608828400858,51.347019987792351],[-2.607776943146783,51.346823779220088],[-2.607809696095421,51.346686613231569],[-2.607785979483609,51.346504704255423],[-2.607761525995488,51.346347609392495],[-2.607791845837689,51.346133957601999],[-2.607601809276461,51.345684133464076],[-2.607702979571242,51.345474878319514],[-2.607607999879392,51.345346735169286],[-2.606905901726988,51.345276484605343],[-2.606908982197393,51.345285637664418],[-2.60690060190552,51.345296468186284],[-2.605613957557205,51.345577481159154]]]}","(51.346150284261356, -2.6069784042545505)",6,31,79,21,1
